"PackageId","CurrentVersion","LatestVersion","GitHubOwner","GitHubRepo","GitHubUrl","InstallerUrl","ManifestPath"
"Status.Status","2.28.0","2.33.1","status-im","status-desktop","https://github.com/status-im/status-desktop","https://github.com/status-im/status-desktop/releases/download/2.28.0/StatusIm-Desktop-v2.28.0-35ec3e-x86_64.exe","\manifests\s\Status\Status\2.28.0\Status.Status.installer.yaml"
"Exploitox.WebRadio","1.0.0.38","1.0.0","valnoxy","WebRadio","https://github.com/valnoxy/WebRadio","https://github.com/valnoxy/WebRadio/releases/download/v1.0.0/WebRadio_1.0.0.38_x64.exe","\manifests\e\Exploitox\WebRadio\1.0.0.38\Exploitox.WebRadio.installer.yaml"
"icsharpcode.ILSpy","9.0.0.7889","9.0","icsharpcode","ILSpy","https://github.com/icsharpcode/ILSpy","https://github.com/icsharpcode/ILSpy/releases/download/v9.0/ILSpy_Installer_9.0.0.7889-x64.msi","\manifests\i\icsharpcode\ILSpy\9.0.0.7889\icsharpcode.ILSpy.installer.yaml"
"idrassi.HashCheckShellExtension","2.5.0.1","2.5.0","idrassi","HashCheck","https://github.com/idrassi/HashCheck","https://github.com/idrassi/HashCheck/releases/download/v2.5.0/HashCheckSetup-v2.5.0.1.exe","\manifests\i\idrassi\HashCheckShellExtension\2.5.0.1\idrassi.HashCheckShellExtension.installer.yaml"
"GiulioSorrentino.wxBriscola","0.6.3.3","0.6.3","GiulianoSpaghetti","wxBriscola-for-Windows","https://github.com/GiulianoSpaghetti/wxBriscola-for-Windows","https://github.com/GiulianoSpaghetti/wxBriscola-for-Windows/releases/download/0.6.3/wxBriscola-0.6.3.3-amd64.msi","\manifests\g\GiulioSorrentino\wxBriscola\0.6.3.3\GiulioSorrentino.wxBriscola.installer.yaml"
"IsaqueS.AventurasDeQuintal","0.8.1","1.0","IsaqueS","Aventuras-de-quintal","https://github.com/IsaqueS/Aventuras-de-quintal","https://github.com/IsaqueS/Aventuras-de-quintal/releases/download/0.8.1/Aventuras.de.quintal.Instalador.Windows.atualizado.msi","\manifests\i\IsaqueS\AventurasDeQuintal\0.8.1\IsaqueS.AventurasDeQuintal.installer.yaml"
"PhapDieuDuong.ExifGlass","1.7.0.0","1.8.0.0","d2phap","ExifGlass","https://github.com/d2phap/ExifGlass","https://github.com/d2phap/ExifGlass/releases/download/1.7.0.0/ExifGlass_1.7.0.0_net8_x64.zip","\manifests\p\PhapDieuDuong\ExifGlass\1.7.0.0\PhapDieuDuong.ExifGlass.installer.yaml"
"mscststs.LANService","1.0.5","0.0.5","mscststs","LANService","https://github.com/mscststs/LANService","https://github.com/mscststs/LANService/releases/download/v0.0.5/LANService.Setup.1.0.5.exe","\manifests\m\mscststs\LANService\1.0.5\mscststs.LANService.installer.yaml"
"feliskio.sleep-timer","1.2.0","2.2.0","feliskio","sleep-timer","https://github.com/feliskio/sleep-timer","https://github.com/feliskio/sleep-timer/releases/download/v1.2.0/Sleep.Timer.Setup.1.2.0.exe","\manifests\f\feliskio\sleep-timer\1.2.0\feliskio.sleep-timer.installer.yaml"
"intxcc.pyaudio","0.2.11","1.1.1","intxcc","pyaudio_portaudio","https://github.com/intxcc/pyaudio_portaudio","https://github.com/intxcc/pyaudio_portaudio/releases/download/1.1.1/PyAudio-0.2.11.win-amd64-py3.7.msi","\manifests\i\intxcc\pyaudio\0.2.11\intxcc.pyaudio.installer.yaml"
"Databricks.DatabricksCLI","0.244.0","0.246.0","databricks","cli","https://github.com/databricks/cli","https://github.com/databricks/cli/releases/download/v0.244.0/databricks_cli_0.244.0_windows_amd64-signed.zip","\manifests\d\Databricks\DatabricksCLI\0.244.0\Databricks.DatabricksCLI.installer.yaml"
"Gawindx.WinNUT","2.0.7722","2.0.7722.30975","gawindx","WinNUT-Client","https://github.com/gawindx/WinNUT-Client","https://github.com/gawindx/WinNUT-Client/releases/download/v2.0.7722.30975/WinNUT-Setup.msi","\manifests\g\Gawindx\WinNUT\2.0.7722\Gawindx.WinNUT.installer.yaml"
"OpenBB-finance.OpenBBTerminal","3.2.4","4.4.2","OpenBB-finance","OpenBBTerminal","https://github.com/OpenBB-finance/OpenBBTerminal","https://github.com/OpenBB-finance/OpenBBTerminal/releases/download/v3.2.4/Windows.OpenBB.Terminal.v3.2.4.exe","\manifests\o\OpenBB-finance\OpenBBTerminal\3.2.4\OpenBB-finance.OpenBBTerminal.installer.yaml"
"evansmurithi.cloak","0.2.0","0.3.0","evansmurithi","cloak","https://github.com/evansmurithi/cloak","https://github.com/evansmurithi/cloak/releases/download/v0.2.0/cloak-v0.2.0-x86_64-pc-windows-msvc.zip","\manifests\e\evansmurithi\cloak\0.2.0\evansmurithi.cloak.installer.yaml"
"LyonBros.Turtl","0.7.2.6","0.7.3","turtl","desktop","https://github.com/turtl/desktop","https://github.com/turtl/desktop/releases/download/v0.7.2.6-pre-sync-fix/turtl-0.7.2.6-pre-sync-fix-windows64.msi","\manifests\l\LyonBros\Turtl\0.7.2.6\LyonBros.Turtl.installer.yaml"
"tazzben.Assessment-Disaggregation","1.5.14","1.7.1","tazzben","Assessment-Disaggregation","https://github.com/tazzben/Assessment-Disaggregation","https://github.com/tazzben/Assessment-Disaggregation/releases/download/v1.5.14/Assessment.Disaggregation-1.5.14.Setup.exe","\manifests\t\tazzben\Assessment-Disaggregation\1.5.14\tazzben.Assessment-Disaggregation.installer.yaml"
"Coq.CoqPlatform.Beta","2025.1.0","2025.01.0","coq","platform","https://github.com/coq/platform","https://github.com/coq/platform/releases/download/2025.01.0/Coq-Platform-release-2025.01.0-version.8.19.2024.10-Windows-x86_64_UNSIGNED.exe","\manifests\c\Coq\CoqPlatform\Beta\2025.1.0\Coq.CoqPlatform.Beta.installer.yaml"
"Rizonesoft.Notepad3","6.23.203.2","6.24.1221.1","rizonesoft","Notepad3","https://github.com/rizonesoft/Notepad3","https://github.com/rizonesoft/Notepad3/releases/download/RELEASE_6.23.203.2/Notepad3_6.23.203.2_x86_Setup.exe","\manifests\r\Rizonesoft\Notepad3\6.23.203.2\Rizonesoft.Notepad3.installer.yaml"
"HamsterBase.HamsterBase.Server","0.7.3","0.15.0","hamsterbase","hamsterbase","https://github.com/hamsterbase/hamsterbase","https://github.com/hamsterbase/hamsterbase/releases/download/0.7.3/hamsterbase-selfhosted-0.7.3-win-x64.exe","\manifests\h\HamsterBase\HamsterBase\Server\0.7.3\HamsterBase.HamsterBase.Server.installer.yaml"
"TeamRadarr.Radarr","5.21.1","5.21.1.9799","Radarr","Radarr","https://github.com/Radarr/Radarr","https://github.com/Radarr/Radarr/releases/download/v5.21.1.9799/Radarr.master.5.21.1.9799.windows-core-x86-installer.exe","\manifests\t\TeamRadarr\Radarr\5.21.1\TeamRadarr.Radarr.installer.yaml"
"Microsoft.quicreach","1.3.0","1.5.0","microsoft","quicreach","https://github.com/microsoft/quicreach","https://github.com/microsoft/quicreach/releases/download/v1.3.0/quicreach.msi","\manifests\m\Microsoft\quicreach\1.3.0\Microsoft.quicreach.installer.yaml"
"GianlucaPernigotto.Videomass","3.5.8","5.0.25","jeanslack","Videomass","https://github.com/jeanslack/Videomass","https://github.com/jeanslack/Videomass/releases/download/v.3.5.8/Videomass-v3.5.8-x86_64-Setup.exe","\manifests\g\GianlucaPernigotto\Videomass\3.5.8\GianlucaPernigotto.Videomass.installer.yaml"
"Shabinder.SpotiFlyer","3.6.3","3.6.4","Shabinder","SpotiFlyer","https://github.com/Shabinder/SpotiFlyer","https://github.com/Shabinder/SpotiFlyer/releases/download/v3.6.3/SpotiFlyer-3.6.3.msi","\manifests\s\Shabinder\SpotiFlyer\3.6.3\Shabinder.SpotiFlyer.installer.yaml"
"Warrensbox.TerraformSwitcher","0.13.1308","1.4.3","warrensbox","terraform-switcher","https://github.com/warrensbox/terraform-switcher","https://github.com/warrensbox/terraform-switcher/releases/download/0.13.1308/terraform-switcher_0.13.1308_windows_386.zip","\manifests\w\Warrensbox\TerraformSwitcher\0.13.1308\Warrensbox.TerraformSwitcher.installer.yaml"
"CarnegieMellonUniversity.Alice3","3.8.0.0","3.9.0.0","TheAliceProject","alice3","https://github.com/TheAliceProject/alice3","https://github.com/TheAliceProject/alice3/releases/download/3.8.0.0/alice3_windows-x64_installer_3_8_0_0+build_1046.exe","\manifests\c\CarnegieMellonUniversity\Alice3\3.8.0.0\CarnegieMellonUniversity.Alice3.installer.yaml"
"bee-san.Ares","0.10.0","0.11.0","bee-san","Ares","https://github.com/bee-san/Ares","https://github.com/bee-san/Ares/releases/download/v0.10.0/project_ares-v0.10.0-x86_64-pc-windows-msvc.zip","\manifests\b\bee-san\Ares\0.10.0\bee-san.Ares.installer.yaml"
"HakuNeko.HakuNeko.Nightly","8.3.4","6.1.7","manga-download","hakuneko","https://github.com/manga-download/hakuneko","https://github.com/manga-download/hakuneko/releases/download/nightly-20200705.1/hakuneko-desktop_8.3.4_windows-setup_amd64.exe","\manifests\h\HakuNeko\HakuNeko\Nightly\8.3.4\HakuNeko.HakuNeko.Nightly.installer.yaml"
"roryok.poe-writer","2.5.6","2.6.4","roryok","poe-auto-updater","https://github.com/roryok/poe-auto-updater","https://github.com/roryok/poe-auto-updater/releases/download/v2.5.6/poe-writer.2.5.6.exe","\manifests\r\roryok\poe-writer\2.5.6\roryok.poe-writer.installer.yaml"
"VoSoft.VicDiary","0.6.0","0.6.4","vo-soft","vic-diary-releases","https://github.com/vo-soft/vic-diary-releases","https://github.com/vo-soft/vic-diary-releases/releases/download/v0.6.0/vic-diary-0.6.0-setup.exe","\manifests\v\VoSoft\VicDiary\0.6.0\VoSoft.VicDiary.installer.yaml"
"WilbertBerendsen.Frescobaldi","3.3.0","4.0.1","frescobaldi","frescobaldi","https://github.com/frescobaldi/frescobaldi","https://github.com/frescobaldi/frescobaldi/releases/download/v3.3.0/Frescobaldi.Setup.3.3.0.exe","\manifests\w\WilbertBerendsen\Frescobaldi\3.3.0\WilbertBerendsen.Frescobaldi.installer.yaml"
"EFF.Certbot","2.9.0","3.3.0","certbot","certbot","https://github.com/certbot/certbot","https://github.com/certbot/certbot/releases/download/v2.9.0/certbot-beta-installer-win_amd64_signed.exe","\manifests\e\EFF\Certbot\2.9.0\EFF.Certbot.installer.yaml"
"zeankundev.suside","2.3.3","2.3.3.1","SerialDesignatorN","suside","https://github.com/SerialDesignatorN/suside","https://github.com/SerialDesignatorN/suside/releases/download/2.3.3.1/Suside_Installer_2.3.3_win.exe","\manifests\z\zeankundev\suside\2.3.3\zeankundev.suside.installer.yaml"
"anatawa12.ALCOM","1.0.1","1.9.0","vrc-get","vrc-get","https://github.com/vrc-get/vrc-get","https://github.com/vrc-get/vrc-get/releases/download/gui-v1.0.1/ALCOM-1.0.1-x86_64-setup.exe","\manifests\a\anatawa12\ALCOM\1.0.1\anatawa12.ALCOM.installer.yaml"
"1History.1History","0.3.3","0.3.4","1History","1History","https://github.com/1History/1History","https://github.com/1History/1History/releases/download/v0.3.3/1History_v0.3.3_x86_64-pc-windows-gnu.zip","\manifests\1\1History\1History\0.3.3\1History.1History.installer.yaml"
"GristLabs.GristDesktop","0.2.9","0.3.2","gristlabs","grist-desktop","https://github.com/gristlabs/grist-desktop","https://github.com/gristlabs/grist-desktop/releases/download/v0.2.9/grist-electron-windows-0.2.9-x64.exe","\manifests\g\GristLabs\GristDesktop\0.2.9\GristLabs.GristDesktop.installer.yaml"
"HiToysMaker.fontplayer","0.0.0","0.1.0","HiToysMaker","fontplayer","https://github.com/HiToysMaker/fontplayer","https://github.com/HiToysMaker/fontplayer/releases/download/v0.0.0/fontplayer-Setup-0.0.0.exe","\manifests\h\HiToysMaker\fontplayer\0.0.0\HiToysMaker.fontplayer.installer.yaml"
"OBSProject.OBSStudio.Pre-release","30.1.0","31.0.3","obsproject","obs-studio","https://github.com/obsproject/obs-studio","https://github.com/obsproject/obs-studio/releases/download/30.1.0-rc1/OBS-Studio-30.1-rc1-Full-Installer-x64.exe","\manifests\o\OBSProject\OBSStudio\Pre-release\30.1.0\OBSProject.OBSStudio.Pre-release.installer.yaml"
"PopcornTime.Popcorn-Time-Ru","0.4.9","0.5.1","popcorn-time-ru","popcorn-desktop","https://github.com/popcorn-time-ru/popcorn-desktop","https://github.com/popcorn-time-ru/popcorn-desktop/releases/download/v0.4.9/Popcorn-Time-0.4.9-win32-Setup.exe","\manifests\p\PopcornTime\Popcorn-Time-Ru\0.4.9\PopcornTime.Popcorn-Time-Ru.installer.yaml"
"FirebirdProject.Firebird.3","3.0.12.33787","5.0.2","FirebirdSQL","firebird","https://github.com/FirebirdSQL/firebird","https://github.com/FirebirdSQL/firebird/releases/download/v3.0.12/Firebird-3.0.12.33787-0-x64.exe","\manifests\f\FirebirdProject\Firebird\3\3.0.12.33787\FirebirdProject.Firebird.3.installer.yaml"
"FirebirdProject.Firebird.5","5.0.1.1469","5.0.2","FirebirdSQL","firebird","https://github.com/FirebirdSQL/firebird","https://github.com/FirebirdSQL/firebird/releases/download/v5.0.1/Firebird-5.0.1.1469-0-windows-x64.exe","\manifests\f\FirebirdProject\Firebird\5\5.0.1.1469\FirebirdProject.Firebird.5.installer.yaml"
"Riiid.pollapo","0.0.70","0.0.72","pbkit","pbkit","https://github.com/pbkit/pbkit","https://github.com/pbkit/pbkit/releases/download/v0.0.70/pollapo-windows-installer.msi","\manifests\r\Riiid\pollapo\0.0.70\Riiid.pollapo.installer.yaml"
"dremin.RetroBar","1.18","1.19.43","dremin","RetroBar","https://github.com/dremin/RetroBar","https://github.com/dremin/RetroBar/releases/download/v1.18.56/RetroBar.64-bit.zip","\manifests\d\dremin\RetroBar\1.18\dremin.RetroBar.installer.yaml"
"PhilipGerke.Odassey","3.0.4","3.2.0","pgerke","get-odassey","https://github.com/pgerke/get-odassey","https://github.com/pgerke/get-odassey/releases/download/v3.0.4/Odassey_win_x64_v3.0.4.exe","\manifests\p\PhilipGerke\Odassey\3.0.4\PhilipGerke.Odassey.installer.yaml"
"GNU.MidnightCommander","4.8.31","4.8.33.231","adamyg","mcwin32","https://github.com/adamyg/mcwin32","https://github.com/adamyg/mcwin32/releases/download/4.8.31.230/mcwin32-build230-setup.exe","\manifests\g\GNU\MidnightCommander\4.8.31\GNU.MidnightCommander.installer.yaml"
"PatentLobster.stinker","0.2.3","0.3.2","PatentLobster","stinker","https://github.com/PatentLobster/stinker","https://github.com/PatentLobster/stinker/releases/download/v0.2.3/Stinker-Setup-0.2.3.exe","\manifests\p\PatentLobster\stinker\0.2.3\PatentLobster.stinker.installer.yaml"
"badboysm890.Clara","1.1.0","1.2.2","badboysm890","ClaraVerse","https://github.com/badboysm890/ClaraVerse","https://github.com/badboysm890/ClaraVerse/releases/download/v1.1.0/Clara-Setup-1.1.0.exe","\manifests\b\badboysm890\Clara\1.1.0\badboysm890.Clara.installer.yaml"
"Anker.AnkerMake","1.5.25","1.5.26","ankermake","AnkerMake-PrusaSlicer-Release","https://github.com/ankermake/AnkerMake-PrusaSlicer-Release","https://github.com/ankermake/AnkerMake-PrusaSlicer-Release/releases/download/v1.5.25/AnkerMake_Studio_V1.5.25.5_E1.8.0.exe","\manifests\a\Anker\AnkerMake\1.5.25\Anker.AnkerMake.installer.yaml"
"NDXCode.EclipseFlashTool","1.8","1.10","NDXCode","Eclipse-Flash-Tool","https://github.com/NDXCode/Eclipse-Flash-Tool","https://github.com/NDXCode/Eclipse-Flash-Tool/releases/download/v1.8-x86/Eclipse.Flash.Tool-v1.8-x86.exe","\manifests\n\NDXCode\EclipseFlashTool\1.8\NDXCode.EclipseFlashTool.installer.yaml"
"UniversalMediaServer.UniversalMediaServer","14.5.1","14.11.0","UniversalMediaServer","UniversalMediaServer","https://github.com/UniversalMediaServer/UniversalMediaServer","https://github.com/UniversalMediaServer/UniversalMediaServer/releases/download/14.5.1/UMS-14.5.1.exe","\manifests\u\UniversalMediaServer\UniversalMediaServer\14.5.1\UniversalMediaServer.UniversalMediaServer.installer.yaml"
"MCreator.MCreator","2024.4.52410","2025.1.13416","MCreator","MCreator","https://github.com/MCreator/MCreator","https://github.com/MCreator/MCreator/releases/download/2024.4.52410/MCreator.2024.4.Windows.64bit.exe","\manifests\m\MCreator\MCreator\2024.4.52410\MCreator.MCreator.installer.yaml"
"LukeBriggs.Pepys","1.5.4","1.5.5","LukeBriggsDev","Pepys","https://github.com/LukeBriggsDev/Pepys","https://github.com/LukeBriggsDev/Pepys/releases/download/v1.5.4/pepys.1.5.4.win.x86_64.installer.exe","\manifests\l\LukeBriggs\Pepys\1.5.4\LukeBriggs.Pepys.installer.yaml"
"Prometheus.WMIExporter","0.24.0","0.30.5","prometheus-community","windows_exporter","https://github.com/prometheus-community/windows_exporter","https://github.com/prometheus-community/windows_exporter/releases/download/v0.24.0/windows_exporter-0.24.0-386.msi","\manifests\p\Prometheus\WMIExporter\0.24.0\Prometheus.WMIExporter.installer.yaml"
"wordmark.wordmark","3.0.2","3.1.2","wordmark","wordmark","https://github.com/wordmark/wordmark","https://github.com/wordmark/wordmark/releases/download/v3.0.2/WordMark3-Setup-3.0.2.exe","\manifests\w\wordmark\wordmark\3.0.2\wordmark.wordmark.installer.yaml"
"Streamway.OBSPlugin","1","0.1.0.0","streamwayin","obs-multistream","https://github.com/streamwayin/obs-multistream","https://github.com/streamwayin/obs-multistream/releases/download/0.1.0.0/Streamway_multistreaming_plugin.exe","\manifests\s\Streamway\OBSPlugin\1\Streamway.OBSPlugin.installer.yaml"
"bronya0.Kafka-King","0.26","0.38","Bronya0","Kafka-King","https://github.com/Bronya0/Kafka-King","https://github.com/Bronya0/Kafka-King/releases/download/v0.26/kafka-King-v0.26-windows-2022.zip","\manifests\b\bronya0\Kafka-King\0.26\bronya0.Kafka-King.installer.yaml"
"JaydenDev.Catalyst3","3.2.2","3.9.6","JaydenDev","Catalyst","https://github.com/JaydenDev/Catalyst","https://github.com/JaydenDev/Catalyst/releases/download/v3.2.2/catalyst-3.2.2.Setup.exe","\manifests\j\JaydenDev\Catalyst3\3.2.2\JaydenDev.Catalyst3.installer.yaml"
"Suwayomi.Tachidesk-JUI","1.3.2","1.3.3","Suwayomi","Tachidesk-JUI","https://github.com/Suwayomi/Tachidesk-JUI","https://github.com/Suwayomi/Tachidesk-JUI/releases/download/v1.3.2/Tachidesk-JUI-windows-x64-1.3.2.msi","\manifests\s\Suwayomi\Tachidesk-JUI\1.3.2\Suwayomi.Tachidesk-JUI.installer.yaml"
"Telegrafer.Telegrafer","0.0.2","0.0.16","Timo-Weike","Telegrafer","https://github.com/Timo-Weike/Telegrafer","https://github.com/Timo-Weike/Telegrafer/releases/download/v0.0.2/Telegrafer.WindowsInstaller.msi","\manifests\t\Telegrafer\Telegrafer\0.0.2\Telegrafer.Telegrafer.installer.yaml"
"calibre.calibre.portable","8.1.1.0","8.2.1","kovidgoyal","calibre","https://github.com/kovidgoyal/calibre","https://github.com/kovidgoyal/calibre/releases/download/v8.1.1/calibre-portable-installer-8.1.1.exe","\manifests\c\calibre\calibre\portable\8.1.1.0\calibre.calibre.portable.installer.yaml"
"Mozilla.SOPS","3.7.3","3.10.1","mozilla","sops","https://github.com/mozilla/sops","https://github.com/mozilla/sops/releases/download/v3.7.3/sops-v3.7.3.exe","\manifests\m\Mozilla\SOPS\3.7.3\Mozilla.SOPS.installer.yaml"
"FirebirdProject.Firebird.4","4.0.5.3140","5.0.2","FirebirdSQL","firebird","https://github.com/FirebirdSQL/firebird","https://github.com/FirebirdSQL/firebird/releases/download/v4.0.5/Firebird-4.0.5.3140-0-x64.exe","\manifests\f\FirebirdProject\Firebird\4\4.0.5.3140\FirebirdProject.Firebird.4.installer.yaml"
"TaurusXin.ncmdump","1.1","1.5.0","taurusxin","ncmdump","https://github.com/taurusxin/ncmdump","https://github.com/taurusxin/ncmdump/releases/download/1.1/ncmdump-windows-amd64-static-1.1.zip","\manifests\t\TaurusXin\ncmdump\1.1\TaurusXin.ncmdump.installer.yaml"
"RonyShapiro.PasswordSafe","3.66.1","1.21.0","pwsafe","pwsafe","https://github.com/pwsafe/pwsafe","https://github.com/pwsafe/pwsafe/releases/download/3.66.1/pwsafe-3.66.1.msi","\manifests\r\RonyShapiro\PasswordSafe\3.66.1\RonyShapiro.PasswordSafe.installer.yaml"
"just-install.just-install","3.4.4","3.4.9","just-install","just-install","https://github.com/just-install/just-install","https://github.com/just-install/just-install/releases/download/v3.4.4/just-install.msi","\manifests\j\just-install\just-install\3.4.4\just-install.just-install.installer.yaml"
"Kanaries.Rath","1.0.0","2.1.0","Kanaries","Rath","https://github.com/Kanaries/Rath","https://github.com/Kanaries/Rath/releases/download/1.0.0-beta/Kanaries.Rath.Setup.1.0.0.exe","\manifests\k\Kanaries\Rath\1.0.0\Kanaries.Rath.installer.yaml"
"alexpasmantier.television","0.10.7","0.11.5","alexpasmantier","television","https://github.com/alexpasmantier/television","https://github.com/alexpasmantier/television/releases/download/0.10.7/tv-0.10.7-windows-x86_64.zip","\manifests\a\alexpasmantier\television\0.10.7\alexpasmantier.television.installer.yaml"
"MichalDuda.VookiImageViewer","25.02.15","2025.02.15","vookimedlo","vooki-image-viewer","https://github.com/vookimedlo/vooki-image-viewer","https://github.com/vookimedlo/vooki-image-viewer/releases/download/v2025.02.15/VookiImageViewer-2025.02.15-win64-x64.msi","\manifests\m\MichalDuda\VookiImageViewer\25.02.15\MichalDuda.VookiImageViewer.installer.yaml"
"succlz123.AcFun","1.0.4","1.0.5","succlz123","AcFun-Client-Multiplatform","https://github.com/succlz123/AcFun-Client-Multiplatform","https://github.com/succlz123/AcFun-Client-Multiplatform/releases/download/v1.0.4/AcFun-Windows-1.0.4.msi","\manifests\s\succlz123\AcFun\1.0.4\succlz123.AcFun.installer.yaml"
"univrsal.input-overlay","5.0.4","5.0.6","univrsal","input-overlay","https://github.com/univrsal/input-overlay","https://github.com/univrsal/input-overlay/releases/download/v5.0.4/input-overlay-5.0.4-windows-x86-Installer.exe","\manifests\u\univrsal\input-overlay\5.0.4\univrsal.input-overlay.installer.yaml"
"monsterkodi.clippo","1.35.0","1.40.0","monsterkodi","clippo","https://github.com/monsterkodi/clippo","https://github.com/monsterkodi/clippo/releases/download/v1.35.0/clippo-1.35.0-setup.exe","\manifests\m\monsterkodi\clippo\1.35.0\monsterkodi.clippo.installer.yaml"
"GlyphrStudio.Desktop","0.5.6","0.6.0","glyphr-studio","Glyphr-Studio-Desktop","https://github.com/glyphr-studio/Glyphr-Studio-Desktop","https://github.com/glyphr-studio/Glyphr-Studio-Desktop/releases/download/v0.5.6/Glyphr.Studio.Setup.0.5.6.exe","\manifests\g\GlyphrStudio\Desktop\0.5.6\GlyphrStudio.Desktop.installer.yaml"
"mak448a.Qtcord","0.0.21","0.0.22","mak448a","Qtcord","https://github.com/mak448a/Qtcord","https://github.com/mak448a/Qtcord/releases/download/v0.0.21/Qtcord-Windows.zip","\manifests\m\mak448a\Qtcord\0.0.21\mak448a.Qtcord.installer.yaml"
"WinFsp.WinFsp","2.0.23075","2.0","winfsp","winfsp","https://github.com/winfsp/winfsp","https://github.com/winfsp/winfsp/releases/download/v2.0/winfsp-2.0.23075.msi","\manifests\w\WinFsp\WinFsp\2.0.23075\WinFsp.WinFsp.installer.yaml"
"ZAP.ZAP","2.16.0","2.16.1","zaproxy","zaproxy","https://github.com/zaproxy/zaproxy","https://github.com/zaproxy/zaproxy/releases/download/v2.16.0/ZAP_2_16_0_windows.exe","\manifests\z\ZAP\ZAP\2.16.0\ZAP.ZAP.installer.yaml"
"Thewh1teagle.Serust","0.0.1","0.0.3","thewh1teagle","serust","https://github.com/thewh1teagle/serust","https://github.com/thewh1teagle/serust/releases/download/v0.0.1/serust_v0.0.1_x86_64-pc-windows-gnu.zip","\manifests\t\Thewh1teagle\Serust\0.0.1\Thewh1teagle.Serust.installer.yaml"
"RandyHollines.Objeck","2024.4.1","2025.3.0","objeck","objeck-lang","https://github.com/objeck/objeck-lang","https://github.com/objeck/objeck-lang/releases/download/v2024.4.1/objeck-windows-x64_2024.4.1.msi","\manifests\r\RandyHollines\Objeck\2024.4.1\RandyHollines.Objeck.installer.yaml"
"Nethermind.Nethermind","1.31.4","1.31.6","NethermindEth","nethermind","https://github.com/NethermindEth/nethermind","https://github.com/NethermindEth/nethermind/releases/download/1.31.4/nethermind-1.31.4-294a2029-windows-x64.zip","\manifests\n\Nethermind\Nethermind\1.31.4\Nethermind.Nethermind.installer.yaml"
"GPBeta.SAOUtils.Exp","0.5.2.12300","1.2.1","NERvGear","SAO-Utils","https://github.com/NERvGear/SAO-Utils","https://github.com/NERvGear/SAO-Utils/releases/download/0.5.2/sao_utils_exp1_update2.exe","\manifests\g\GPBeta\SAOUtils\Exp\0.5.2.12300\GPBeta.SAOUtils.Exp.installer.yaml"
"RomanKubiak.Ctrlr","5.6.0","5.5.9","RomanKubiak","ctrlr","https://github.com/RomanKubiak/ctrlr","https://github.com/RomanKubiak/ctrlr/releases/download/5.6.0/Ctrlr-5.6.0.exe # DisplayVersion is set incorrectly;","\manifests\r\RomanKubiak\Ctrlr\5.6.0\RomanKubiak.Ctrlr.installer.yaml"
"WinFsp.WinFsp.Beta","2.1.24255","2.0","winfsp","winfsp","https://github.com/winfsp/winfsp","https://github.com/winfsp/winfsp/releases/download/v2.1B2/winfsp-2.1.24255.msi","\manifests\w\WinFsp\WinFsp\Beta\2.1.24255\WinFsp.WinFsp.Beta.installer.yaml"
"Tautulli.Tautulli","2.15.1.1","2.15.1","Tautulli","Tautulli","https://github.com/Tautulli/Tautulli","https://github.com/Tautulli/Tautulli/releases/download/v2.15.1/Tautulli-windows-v2.15.1-x64.exe","\manifests\t\Tautulli\Tautulli\2.15.1.1\Tautulli.Tautulli.installer.yaml"
"ChristianHohnstadt.xca","2.4.0","2.9.0","chris2511","xca","https://github.com/chris2511/xca","https://github.com/chris2511/xca/releases/download/RELEASE.2.4.0/xca-2.4.0.msi","\manifests\c\ChristianHohnstadt\xca\RELEASE.2.4.0\ChristianHohnstadt.xca.installer.yaml"
"zokugun.MrCode","1.82.0.23253","1.98.2.25077","zokugun","MrCode","https://github.com/zokugun/MrCode","https://github.com/zokugun/MrCode/releases/download/1.82.0.23253/MrCodeUserSetup-ia32-1.82.0.23253.exe","\manifests\z\zokugun\MrCode\1.82.0.23253\zokugun.MrCode.installer.yaml"
"JonasJohn.RED.Beta","2.3","2.2","hxseven","Remove-Empty-Directories","https://github.com/hxseven/Remove-Empty-Directories","https://github.com/hxseven/Remove-Empty-Directories/releases/download/2.3-beta.0/red-v2.3-beta.0-setup.exe","\manifests\j\JonasJohn\RED\Beta\2.3\JonasJohn.RED.Beta.installer.yaml"
"EDRLab.Thorium","3.1.0","3.1.1","edrlab","thorium-reader","https://github.com/edrlab/thorium-reader","https://github.com/edrlab/thorium-reader/releases/download/v3.1.0/Thorium.Setup.3.1.0.exe","\manifests\e\EDRLab\Thorium\3.1.0\EDRLab.Thorium.installer.yaml"
"GitExtensionsTeam.GitExtensions","5.1.1","5.2.1","gitextensions","gitextensions","https://github.com/gitextensions/gitextensions","https://github.com/gitextensions/gitextensions/releases/download/v5.1.1/GitExtensions-x64-5.1.1.17970-939c0edba.msi","\manifests\g\GitExtensionsTeam\GitExtensions\5.1.1\GitExtensionsTeam.GitExtensions.installer.yaml"
"GiulioSorrentino.Diario.Avalonia","0.6.0.4","0.6","GiulianoSpaghetti","Diario.Material","https://github.com/GiulianoSpaghetti/Diario.Material","https://github.com/GiulianoSpaghetti/Diario.Material/releases/download/0.6/Diario-0.6.0.4-material-amd64.msi","\manifests\g\GiulioSorrentino\Diario\Avalonia\0.6.0.4\GiulioSorrentino.Diario.Avalonia.installer.yaml"
